VideoName,VideoTime,Seconds,Platform,Domain,USER,URL,Length,Views,Like,Love,Wow,Haha,Angry,Sad,Shares,Comments,Upload,Title,Description,Likes,SocialReactions,ReTweets,Category,Tags,audioLanguage,Dislikes,Favourites,Engagements,
X1163354960429219.mp4,0:01:43,103,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1163354960429219,0:00,636,10,0,0,0,0,0,0,0,27.Jan.17,Investec - We welcome Investec Derby Festival Ambassador...,We welcome Investec Derby Festival Ambassador Frankie Detorri who&#039ll be competing at South Africa&#039s richest race The Sun Met. He will be riding in a...,,,,,,,,,,
X1195110700653575,0:00:20,20,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1195110700653575,0:00,752,9,0,0,0,0,0,0,0,15.Jan,Investec - Investec_Podcasts_Resolutions_2019-01-11 [16 x 9 For LinkedIn].mp4 | Facebook,It&#x2019s that #NewYearNewMe time of year again and what better time to get your finances in shape! Don&#x2019t miss our latest Investec Focus Radio podcast. We...,,,,,,,,,,
X1277544802370240.mp4,0:00:12,12,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1277544802370240,0:00,834,13,0,0,0,0,0,0,0,15.Feb,Investec - 360.mp4 | Facebook,Take a whirl around this weekend&#039s Investec Cape Town Art Fair #ICTAF #InvestecArt,,,,,,,,,,
X1282202421877805.mp4,0:00:28,28,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1282202421877805,0:00,25054,26,2,0,0,0,0,0,0,1.Jun.17,Investec - Are you an entrepreneur in renewable energy?...,Are you an entrepreneur in renewable energy? Applications are open for a global exposure trip to San Francisco USA. Find out more and apply by Thursday...,,,,,,,,,,
X1282365815194799.mp4,0:00:39,39,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1282365815194799,0:00,677,17,1,0,0,0,0,0,0,2.Jun.17,Investec - The Investec Derby Festival: Experience Different | Facebook,Welcome to ladies day at the #InvestecDerby. Experience the excitement on our Investec Sport channel.,,,,,,,,,,
X1283333115098069,0:00:40,40,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1283333115098069,0:00,914,21,1,0,0,0,0,0,0,3.Jun.17,Investec - Investec Derby Wear to be seen | Facebook,Wear to be seen. Looking forward to seeing the best in #DerbyStyle at the Investec Derby Festival today with ambassadors La Petite Anglaise Grey Fox...,,,,,,,,,,
X129559307927213.mp4,0:00:31,31,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/129559307927213,0:00,1771,22,1,0,0,0,0,0,0,29.Oct.18,Investec - When rugby meets soccer | Facebook,We introduced the &#064All Blacks and &#064Bryan Habana to the Investec Soccer League winners and let the games begin&#x2026 #MakeOpportunitiesWatch more:...,,,,,,,,,,
X1320449511386429.mp4,0:01:21,81,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1320449511386429,0:00,7690,109,36,0,0,0,0,0,0,11.Jul.17,Investec - Lessing Msimanga ran the London Marathon to...,Lessing Msimanga ran the London Marathon to raise funds for an animal he&#x2019d never seen but felt passionate about saving. Watch his journey from the...,,,,,,,,,,
X1345290088902371.mp4,0:00:49,49,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1345290088902371,0:00,450,9,0,0,0,0,0,0,0,4.Aug.17,Investec - Investec USD ETN | Facebook,With just a regular share account you can now have access to the US dollar without actually trading in forex. Investec&#x2019s USD ETN is listed on the JSE...,,,,,,,,,,
X1351022924995754.mp4,0:02:00,120,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1351022924995754,0:00,40733,132,8,0,0,0,0,0,0,10.Aug.17,Investec - Why is the development of women’s sport...,Why is the development of women&#x2019s sport important? Find out from the England Hockey players as they share their passions and insights #InspiringWomen...,,,,,,,,,,
X1351157004982346.mp4,0:01:01,61,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1351157004982346,0:00,704,30,0,0,0,0,0,0,0,10.Aug.17,Investec - Growth vs value investing | Facebook,Investec #WealthForum: Leading fund manager on what he looks for in investments. Watch more http:invest.ec2vShnLG,,,,,,,,,,
X1351851471579566.mp4,0:00:50,50,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1351851471579566,0:00,369,6,0,0,0,0,0,0,0,11.Aug.17,Investec - When good ideas turn bad | Facebook,#WealthForum - top Global Equity Manager Dave Iben on why indexes aren&#x2019t representative. Watch more http:invest.ec2vShnLG,,,,,,,,,,
X1356484307782949.mp4,0:02:02,122,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1356484307782949,0:00,29124,103,9,0,0,0,0,0,0,16.Aug.17,Investec - How do you develop a winning team? England...,How do you develop a winning team? England Hockey players share their journey to becoming champions and leaving a legacy. #InspiringWomen #InvestecHockey,,,,,,,,,,
X1357978971037320.mp4,0:00:30,30,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1357978971037320,0:00,1237,17,3,0,0,0,0,0,0,29.Aug,Investec - Investec Bursary 2020 | Facebook,Applications for the Investec Bursary for 2020 are open. Calling all academically talented SA citizens in need of financial assistance. Apply by Monday...,,,,,,,,,,
X1359064417524938.mp4,0:01:13,73,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1359064417524938,0:00,1359,14,1,0,0,0,0,0,0,19.Aug.17,Investec - Sean Fitzpatrick | Facebook,Clash of the southern hemisphere giants The Rugby Championship kicks-off today. Former All Blacks captain Sean Fitzpatrick shares lessons to his...,,,,,,,,,,
X1359267234171323.mp4,0:01:08,68,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1359267234171323,0:00,839,16,0,0,0,0,0,0,0,19.Aug.17,Investec - Schalk Burger | Facebook,Former Springbok loose forward Schalk Burger shares lessons to his younger self as The Rugby Championship kicks off today. #InvestecRugby,,,,,,,,,,
X1362424763855570.mp4,0:01:46,106,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1362424763855570,0:00,13547,234,13,0,0,0,0,0,0,23.Aug.17,Investec - Inspiring Women | Facebook,Sacrifice is a big factor in being the best. The England Hockey players share what they&#x2019ve had to forfeit and what they&#x2019ve gained in pursuit of a dream....,,,,,,,,,,
X1363834017047978.mp4,0:02:36,156,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1363834017047978,0:00,50505,173,13,0,0,0,0,0,0,25.Aug.17,Investec - “I think sport is magical it teaches you far...,&#x201cI think sport is magical it teaches you far more than the skills you learn on the field.&#x201d The England Hockey players reveal how sport has made them...,,,,,,,,,,
X1366569353503131.mp4,0:00:17,17,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1366569353503131,0:00,279,5,0,0,0,0,0,0,0,7 November at 03:05,Investec - WATCH LIVESTREAM on Facebook now:...,WATCH LIVESTREAM on Facebook now: &#064richardbranson and Investec&#039s Stephen Koseff are about to talk about the future prospects for SA and the globe....,,,,,,,,,,
X1368844133213633.mp4,0:07:09,429,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1368844133213633,0:00,66534,219,5,6,2,0,1,0,0,31.Aug.17,Investec - Highlights from an Out of the Ordinary International Investmen... | Facebook,&#x201cThe US is a great place to live but a terrible place to invest&#x201d according to one of the world&#x2019s best fund managers. Get all #InvestecWealth Forum...,,,,,,,,,,
X1372666576164722.mp4,0:09:36,576,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1372666576164722,0:00,36144,468,13,1,0,0,1,0,0,4.Sep.17,Investec - Stephen Koseff on “accelerated inclusive growth” | Facebook,&#x201cIt&#x2019s only business that can really help government lead South Africa out of this melee.&#x201d Stephen Koseff Chief Executive Investec Group on business as...,,,,,,,,,,
X1379588452139201.mp4,0:01:31,91,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1379588452139201,0:00,600,5,1,0,0,0,0,0,0,13.Sep.17,Investec - The State of the Nation: Unplugged | Facebook,&#x201cAt the heart of it is political will and leadership to drive a reform programme&#x201d - SA Reserve Bank Governor Lesetja Kganyago took part in a hard-hitting...,,,,,,,,,,
X1384524995056772,0:00:14,14,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1384524995056772,0:00,315,16,0,0,0,0,0,0,0,25.Oct,Investec - Our award winning Prime Services team has once...,Our award winning Prime Services team has once again been recognized at the annual Africa Global Funds service providers awards for five accolades.,,,,,,,,,,
X1384694091628637.mp4,0:00:50,50,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1384694091628637,0:00,663,13,0,0,0,0,0,0,0,18.Sep.17,Investec - Growth vs Value investing – inside a fund manager’s mind | Facebook,Why the world&#x2019s best global equity manager doesn&#x2019t believe in indexes. Watch full video: http:invest.ec2x81ZuC #InvestecWealth Forum.,,,,,,,,,,
X1386931134738266.mp4,0:01:01,61,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1386931134738266,,,,,,,,,,,,,,,,,,,,,,,
X1387961797968533.mp4,0:00:55,55,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1387961797968533,0:00,529,9,2,0,0,0,0,0,0,21.Sep.17,Investec - Three rhinos are killed in Africa daily. In...,Three rhinos are killed in Africa daily. In this war the numbers can be disheartening. But with World Rhino Day around the corner Investec...,,,,,,,,,,
X1388906341207412.mp4,0:03:45,225,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1388906341207412,0:00,135533,1400,103,17,2,107,77,0,0,22.Sep.17,Investec - “It’s going to take a long time to change...,&#x201cIt&#x2019s going to take a long time to change centuries of deep held beliefs and entrenched Chinese culture. But we are committed to telling people in China...,,,,,,,,,,
X1438626159568763.mp4,0:01:52,112,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1438626159568763,0:00,924,12,1,0,0,0,0,0,0,16.Nov.17,Investec - An Autocall is a five-year structured product...,An Autocall is a five-year structured product that automatically calls if the underlying index is positive at an anniversary date paying the investor...,,,,,,,,,,
X1438723426225703.mp4,0:00:58,58,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1438723426225703,0:00,498,10,1,0,0,0,0,0,0,16.Nov.17,Investec - Autocalls have the ability to pay an enhanced...,Autocalls have the ability to pay an enhanced return in a flat equity and low interest rate environment if the underlying index is positive at the...,,,,,,,,,,
X1443222522442460,0:00:16,16,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1443222522442460,0:00,0,19,2,0,0,0,0,0,0,21.Nov.17,Investec - Investec Business Cash Solutions | Facebook,Don&#x2019t let your business&#x2019 cash sit idle earn positive rates with Investec Business Cash Solutions and benefit from guaranteed capital competitive rates...,,,,,,,,,,
X1445829542181758.mp4,0:00:55,55,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1445829542181758,0:00,20215,63,2,0,0,0,0,0,0,24.Nov.17,Investec - Opportunity in change | Facebook,The world&#x2019s a scary place. For investors that&#x2019s a good thing says top fund manager. Watch the full video: http:invest.ec2B81fEo,,,,,,,,,,
X1502788343152544.mp4,0:00:37,37,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1502788343152544,0:00,37278,516,26,0,0,0,0,0,0,23.Jan.18,Investec - Cameron van der Burgh: the man behind the medals | Facebook,He&#x2019s won over 75 gold medals in his career so far. What keeps South African swimming icon Cameron van der Burgh on top? A look at the man behind the...,,,,,,,,,,
X1509249912506387.mp4,0:01:15,75,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1509249912506387,0:00,55355,0,3,4,0,1,0,0,0,30.Jan.18,Investec - Investing in turbulent times | Facebook,What would&#x2019ve happened if you invested your money at the peak of each of the last five major market crashes? The answer is surprisingly reassuring&#x2026 Watch...,,,,,,,,,,
X1509275482503830.mp4,0:01:46,106,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1509275482503830,0:00,58246,0,4,0,0,0,0,0,0,30.Jan.18,Investec - The global investment horizon for Q1 2018 | Facebook,#InvestecWealth Global Investment View outlines investment icebergs to look out for in Q1 2018. Watch all videos here: http:bit.ly2nq3AVU.,,,,,,,,,,
X1515842378513807.mp4,0:02:03,123,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1515842378513807,0:00,6455,0,9,0,0,0,0,0,0,6.Feb.18,Investec - Apply for the Investec CA(SA) Programme 2019 | Facebook,Applications for the Investec CA(SA) Programme 2019 intake are open. Watch the video to find out more about the life of an Investec Trainee. Be part of...,,,,,,,,,,
X1515946025170109.mp4,0:00:14,14,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1515946025170109,0:00,350,8,0,0,0,0,0,0,0,6.Feb.18,Investec - Investec Emerging Markets Digital Plus | Facebook,Investec Emerging Markets Digital Plus. With a minimum of 35% returns if the market ends positive unlimited upside and capital protection for up to 30%...,,,,,,,,,,
X1523634831067895.mp4,0:00:40,40,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1523634831067895,0:00,117501,411,15,1,0,0,1,0,0,14.Feb.18,Investec - Investec International Rugby Academy | Facebook,Investec International Rugby Academy adapts as the game does to provide specialised coaching for talented players. &#x201cThe right knowledge and the right...,,,,,,,,,,
X1523676757730369.mp4,0:00:38,38,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1523676757730369,0:00,358,9,1,0,0,0,0,0,0,14.Feb.18,Investec - The Heartbeat of Investec | Facebook,Making a positive difference to the world we live in is at the &#x2764 of our business. Happy #ValentinesDay to our clients and partners including the...,,,,,,,,,,
X1526072190824159.mp4,0:00:23,23,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1526072190824159,0:00,834,5,0,0,0,0,0,0,0,16.Feb.18,Investec - 360 video | Facebook,Take a spin around the Investec Cape Town Art Fair this weekend. #ICTAF2018 Investec Cape Town Art Fair,,,,,,,,,,
X1526788924085819.mp4,0:00:37,37,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1526788924085819,0:00,531,14,1,0,0,0,0,0,0,17.Feb.18,Investec - Random Acts Of Kindness Day | Facebook,Our business is driven by the intention to live in society not off it. Happy #RandomActsofKindnessDay from #TeamInvestec ! http:bit.ly2iCgsZX,,,,,,,,,,
X1531999196898125.mp4,0:53:35,3215,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1531999196898125,0:00,781,0,0,0,0,0,0,0,0,22 February 2018 at 04:00,Investec - Budget2018 | Facebook,Justice Malala asks Investec experts for their insights into how #Budget2018 will impact business investments and you. Read more:...,,,,,,,,,,
X1536137903150921.mp4,0:02:20,140,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1536137903150921,0:00,1489,21,0,0,0,0,0,0,0,26.Feb.18,Investec - Investec Startup School | Facebook,Aadil&#039s biscuit business has gone from producing 200kgs to 7000kgs per day. Find out how the Startup School took his entrepreneurial business from good...,,,,,,,,,,
X1539855289445849,0:00:15,15,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1539855289445849,0:00,0,7,0,0,0,0,0,0,0,1.Mar.18,Investec - Investec Tax Free Savings Account | Facebook,Tax free savings season starts this March 2018. Save more for more of what you want. Any interest you earn will attract zero tax. Open Investec&#x2019s Tax...,,,,,,,,,,
X1540117086086336.mp4,0:00:38,38,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1540117086086336,0:00,742,0,2,0,0,0,0,0,0,2.Mar.18,Investec - Startup School | Facebook,Calling all entrepreneurs | get inspired innovate and grow your business with Startup School&#039s 12 week programme. Applications close Wednesday 4 April....,,,,,,,,,,
X1541074242657287.mp4,0:02:26,146,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1541074242657287,0:00,858,21,5,0,0,0,0,0,0,3.Mar.18,Investec - Find out how a zebra can save a rhino. | Facebook,Time is running out for the African rhino. We couldn&#x2019t sit by and watch these amazing animals be wiped off the earth. So we set up the Investec Rhino...,,,,,,,,,,
X1543959119035466.mp4,0:00:46,46,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1543959119035466,0:00,600,14,3,0,0,0,0,0,0,6.Mar.18,Investec - Investec SA Womens Open | Facebook,Who says women can&#039t drive? #buildingwomenchampions #InvestecSAWomensOpen,,,,,,,,,,
X1545321162232595.mp4,0:00:11,11,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1545321162232595,0:00,614,14,1,0,0,0,0,0,0,7.Mar.18,Investec - Business Matters | Facebook,The crowd is building for Investec&#x2019s #BusinessMatters event in Joburg tonight. &#064mikeschussler &#064DaveDuarte and &#064mikeperk will talk about how to...,,,,,,,,,,
X1550427591721952.mp4,0:01:00,60,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1550427591721952,0:00,26085,133,10,1,0,0,0,0,0,12.Mar.18,Investec - Businesswoman Connie Mashaba | Facebook,Businesswoman Connie Mashaba spoke at a recent Investec Property event on #buildingwomenchampions where she stressed the importance of women knowing...,,,,,,,,,,
X1554053548026023,0:00:10,10,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1554053548026023,0:00,0,3,0,0,0,0,0,0,0,15.Mar.18,Investec - Investec Tax Free Savings Account | Facebook,Did you know that as from the 1st March 2018 you can transfer part of or an entire existing tax-free savings account from one financial service provider...,,,,,,,,,,
X1554336674664377.mp4,0:00:26,26,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1554336674664377,0:00,304,4,0,0,0,0,0,0,0,16.Mar.18,Investec - Together As One. | Facebook,Success relies on strong partnerships. Meet the players that are working hard to keep GB Hockey on the map. Good luck England Hockey at the Gold Coast...,,,,,,,,,,
X1558611497570228.mp4,0:00:52,52,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1558611497570228,0:00,691,9,0,0,0,0,0,0,0,20.Mar.18,Investec - Business confidence at lowest point since 1982 | Facebook,Leading economist Mike Schussler talks about the imperative for growth in South Africa at our #BusinessMatters event. Here&#x2019s what he had to say about the...,,,,,,,,,,
X1565594003538644.mp4,0:00:47,47,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1565594003538644,0:00,62586,0,0,6,0,3,0,0,0,27.Mar.18,Investec - Be part of the movement for #AFutureThatWorks | Facebook,1 million chances for 1 million youth is just the beginning...President Ramaphosa &amp Investec CEO Stephen Koseff at the launch of the Youth Employment...,,,,,,,,,,
X1577748982323146.mp4,0:02:20,140,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1577748982323146,0:00,519,10,1,0,0,0,0,0,0,3.Apr.18,Investec - Startup School | Facebook,Aadil&#039s biscuit business has gone from producing 200kgs to 7000kgs per day. Find out how the Startup School took his entrepreneurial business from good...,,,,,,,,,,
X1579807938783917,0:00:11,11,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1579807938783917,0:00,4086,18,0,0,0,0,0,0,0,5.Apr.18,Investec - St Mary&#039,s School Waverley Investec Hockey Festival | FacebookThe St Mary&#039s Investec Hockey Festival is underway. Good luck and welcome to every player coach parent and spectator during this year&#x2019s tournament....,,,,,,,,,,
X1580777952020249.mp4,0:01:13,73,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1580777952020249,0:00,38626,101,0,0,0,0,0,0,0,6.Apr.18,Investec - Future-proof your employees | Facebook,84% of businesses fail at digital transformation. Here are 4 ways to get your employees &#x201cchange fit&#x201d #BusinessMatters,,,,,,,,,,
X1581828361915208.mp4,0:01:13,73,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1581828361915208,0:00,2280,79,5,0,0,0,0,0,0,7.Apr.18,Investec - Investec Hockey Academy | Facebook,Winners are found in every team at the St Mary&#039s School Investec Hockey Festival. Ongeziwe Mali was scouted at the St Mary&#039s Investec Hockey Festival...,,,,,,,,,,
X1585925944838783.mp4,0:01:20,80,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1585925944838783,0:00,270,5,0,0,0,0,0,0,0,11.Apr.18,Investec - Together As One | Facebook,Success relies on strong partnerships. Meet the players that are working hard to keep Great Britain Hockey on the map #TogetherAsOne...,,,,,,,,,,
X1590538447710866,0:00:15,15,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1590538447710866,0:00,0,6,0,0,0,0,0,0,0,16.Apr.18,Investec - Tax Free Savings Account | Facebook,Save more for more of what you want tax free. Any interest you earn will attract zero tax. Open Investec&#x2019s Tax Free Deposit Account with R33 000 and...,,,,,,,,,,
X1593305380767506.mp4,0:00:13,13,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1593305380767506,0:00,1308,13,0,0,0,0,0,0,0,19.Apr.18,Investec - ISASA | Facebook,Your invaluable role as a teacher has a ripple effect across society. Start making waves today with a full bursary for a Bachelors or Post Grad...,,,,,,,,,,
X1598788206885890,0:00:14,14,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1598788206885890,0:00,392,10,0,0,0,0,0,0,0,25.Apr.18,Investec - Investec Wealth Accelerator | Facebook,It&#x2019s not easy to access an investment that protects your hard earned capital as well as providing the opportunity to earn market beating returns....,,,,,,,,,,
X1599718250126219.mp4,0:01:12,72,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1599718250126219,0:00,3186,86,9,1,0,0,0,0,0,26.Apr.18,Investec - Hatrepreneurship 101 | Facebook,Jitesh Mistry COO of Carmi Hatters (Hat City) has weathered the flood of cheaper imports from the East and is now eyeing the international market. He...,,,,,,,,,,
X1605839129514131.mp4,0:01:48,108,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1605839129514131,0:00,344,3,0,0,0,0,0,0,0,2.May.18,Investec - Surbiton Hockey Club win Investec Hockey League Finals | Facebook,Passion skill and outstanding talent from all participating teams made us very proud to sponsor British hockey at this weekend&#x2019s #InvestecHockey League...,,,,,,,,,,
X1612247525539958.mp4,0:01:20,80,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1612247525539958,0:00,171,6,0,0,0,0,0,0,0,9.May.18,Investec - BrandSponsor Partnership of the Year: find out more and vote. | Facebook,Women&#x2019s Great Britain Hockey &amp England Hockey embodies energy and distinctive performance - values that underpin how we work to grow and manage clients...,,,,,,,,,,
X1614031758694868.mp4,0:01:20,80,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1614031758694868,0:00,272,5,0,0,0,0,0,0,0,11.May.18,Investec - BrandSponsorship Partner of the Year. | Facebook,Success relies on strong partnerships whether it&#x2019s building a winning team or growing our clients&#039 wealth. We are proud to have been nominated for a...,,,,,,,,,,
X1632356636862380.mp4,0:00:30,30,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1632356636862380,0:00,1561,13,3,0,0,0,0,0,0,31.May.18,Investec - The World’s Greatest flat race | Investec Derby 2018. | Facebook,&#x2018You have to be exceptional to win it&#x2019 &#x2013 Clare Balding on the race that changed her family&#x2019s life forever. #InvestecDerby. Click to watch the full video...,,,,,,,,,,
X1633216736776370.mp4,0:00:55,55,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1633216736776370,0:00,3375,33,7,0,0,0,0,0,0,1.Jun.18,Investec - IT Grad Programme - For the love of IT | Facebook,Future-proof your career and apply for our SA IT Grad Programme for students studying towards an IT-related degree or post grad degree. Find out more...,,,,,,,,,,
X1636223739809003.mp4,0:01:23,83,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1636223739809003,0:00,1366,21,5,0,0,0,0,0,0,4.Jun.18,Investec - Looking at Life Insurance differently | Facebook,Who wakes up thinking about buying Life Insurance? Maps Maponyane chats to head product actuary for Investec Life Sinenhlanhla Nzama &#x2026 who may be the...,,,,,,,,,,
X1646517232112987.mp4,0:01:31,91,FB,WMC,Investec,https://www.facebook.com/InvestecBank/videos/1646517232112987,0:00,599,13,1,0,0,0,0,0,0,14.Jun.18,Investec - Protecting your income | Facebook,Who manages their money better? The entrepreneur or the 9 to 5 worker? Maps Maponyane reconsiders his options as he speaks to head product actuary for...,,,,,,,,,,
